year,region,area,age_group,sex,value,unit,source
2554,ทั่วประเทศ,นอกเขตเทศบาล,60-69 ปี,หญิง,1689165,คน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพมหานคร,ในเขตเทศบาล,60-69 ปี,หญิง,268629,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,60-69 ปี,หญิง,592212,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,รวม,60-69 ปี,หญิง,497545,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,60-69 ปี,หญิง,906596,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,รวม,60-69 ปี,หญิง,302504,คน,สำนักงานสถิติแห่งชาติ
2554,ทั่วประเทศ,รวม,70-79 ปี,หญิง,1522235,คน,สำนักงานสถิติแห่งชาติ
2554,ทั่วประเทศ,ในเขตเทศบาล,70-79 ปี,หญิง,513179,คน,สำนักงานสถิติแห่งชาติ
2554,ทั่วประเทศ,นอกเขตเทศบาล,70-79 ปี,หญิง,1009056,คน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพมหานคร,ในเขตเทศบาล,70-79 ปี,หญิง,147392,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,70-79 ปี,หญิง,365340,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,รวม,70-79 ปี,หญิง,316184,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,70-79 ปี,หญิง,493736,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,รวม,70-79 ปี,หญิง,199583,คน,สำนักงานสถิติแห่งชาติ
2554,ทั่วประเทศ,รวม,80 ปีขึ้นไป,หญิง,534994,คน,สำนักงานสถิติแห่งชาติ
2554,ทั่วประเทศ,ในเขตเทศบาล,80 ปีขึ้นไป,หญิง,183423,คน,สำนักงานสถิติแห่งชาติ
2554,ทั่วประเทศ,นอกเขตเทศบาล,80 ปีขึ้นไป,หญิง,351571,คน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพมหานคร,ในเขตเทศบาล,80 ปีขึ้นไป,หญิง,54744,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,80 ปีขึ้นไป,หญิง,133782,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,รวม,80 ปีขึ้นไป,หญิง,110502,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,80 ปีขึ้นไป,หญิง,158155,คน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,รวม,80 ปีขึ้นไป,หญิง,77811,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,รวม,รวม,10014705,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,รวม,รวม,4097963,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,รวม,รวม,5916742,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,รวม,942586,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,รวม,รวม,2561881,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,รวม,รวม,2117550,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,รวม,3192932,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,รวม,รวม,1199756,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,60-64 ปี,รวม,3318193,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,60-64 ปี,รวม,1394071,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,60-64 ปี,รวม,1924122,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,60-64 ปี,รวม,346802,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,60-64 ปี,รวม,850820,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,60-64 ปี,รวม,716730,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,60-64 ปี,รวม,1031475,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,60-64 ปี,รวม,372366,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,65-69 ปี,รวม,2336991,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,65-69 ปี,รวม,949490,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,65-69 ปี,รวม,1387501,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,65-69 ปี,รวม,213380,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,65-69 ปี,รวม,584408,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,65-69 ปี,รวม,468795,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,65-69 ปี,รวม,803301,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,65-69 ปี,รวม,267107,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,70-74 ปี,รวม,1744762,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,70-74 ปี,รวม,700975,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,70-74 ปี,รวม,1043787,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,70-74 ปี,รวม,153808,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,70-74 ปี,รวม,445372,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,70-74 ปี,รวม,357613,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,70-74 ปี,รวม,577928,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,70-74 ปี,รวม,210041,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,75-79 ปี,รวม,1250936,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,75-79 ปี,รวม,504953,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,75-79 ปี,รวม,745983,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,75-79 ปี,รวม,109788,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,75-79 ปี,รวม,327982,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,75-79 ปี,รวม,270440,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,75-79 ปี,รวม,380183,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,75-79 ปี,รวม,162543,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,80 ปีขึ้นไป,รวม,1363823,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,80 ปีขึ้นไป,รวม,548474,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,80 ปีขึ้นไป,รวม,815349,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,80 ปีขึ้นไป,รวม,118808,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,80 ปีขึ้นไป,รวม,353299,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,80 ปีขึ้นไป,รวม,303972,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,80 ปีขึ้นไป,รวม,400045,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,80 ปีขึ้นไป,รวม,187699,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,รวม,ชาย,4514815,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,รวม,ชาย,1821569,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,รวม,ชาย,2693246,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,ชาย,412760,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,รวม,ชาย,1132330,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,รวม,ชาย,977353,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,ชาย,1454036,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,รวม,ชาย,538336,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,60-64 ปี,ชาย,1565047,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,60-64 ปี,ชาย,650102,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,60-64 ปี,ชาย,914945,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,60-64 ปี,ชาย,161969,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,60-64 ปี,ชาย,392690,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,60-64 ปี,ชาย,342608,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,60-64 ปี,ชาย,491847,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,60-64 ปี,ชาย,175933,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,65-69 ปี,ชาย,1087072,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,65-69 ปี,ชาย,434797,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,65-69 ปี,ชาย,652275,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,65-69 ปี,ชาย,93952,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,65-69 ปี,ชาย,267868,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,65-69 ปี,ชาย,223282,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,65-69 ปี,ชาย,378086,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,65-69 ปี,ชาย,123884,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,70-74 ปี,ชาย,787334,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,70-74 ปี,ชาย,310656,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,70-74 ปี,ชาย,476678,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,70-74 ปี,ชาย,66211,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,70-74 ปี,ชาย,197197,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,70-74 ปี,ชาย,165865,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,70-74 ปี,ชาย,262551,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,70-74 ปี,ชาย,95510,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,75-79 ปี,ชาย,537933,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,75-79 ปี,ชาย,214030,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,75-79 ปี,ชาย,323903,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,75-79 ปี,ชาย,46024,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,75-79 ปี,ชาย,139334,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,75-79 ปี,ชาย,120098,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,75-79 ปี,ชาย,163076,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,75-79 ปี,ชาย,69401,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,80 ปีขึ้นไป,ชาย,537429,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,80 ปีขึ้นไป,ชาย,211984,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,80 ปีขึ้นไป,ชาย,325445,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,80 ปีขึ้นไป,ชาย,44604,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,80 ปีขึ้นไป,ชาย,135241,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,80 ปีขึ้นไป,ชาย,125500,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,80 ปีขึ้นไป,ชาย,158476,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,80 ปีขึ้นไป,ชาย,73608,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,รวม,หญิง,5499890,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,รวม,หญิง,2276394,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,รวม,หญิง,3223496,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,หญิง,529826,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,รวม,หญิง,1429551,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,รวม,หญิง,1140197,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,หญิง,1738896,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,รวม,หญิง,661420,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,60-64 ปี,หญิง,1753146,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,60-64 ปี,หญิง,743969,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,60-64 ปี,หญิง,1009177,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,60-64 ปี,หญิง,184833,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,60-64 ปี,หญิง,458130,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,60-64 ปี,หญิง,374122,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,60-64 ปี,หญิง,539628,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,60-64 ปี,หญิง,196433,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,65-69 ปี,หญิง,1249919,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,65-69 ปี,หญิง,514693,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,65-69 ปี,หญิง,735226,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,65-69 ปี,หญิง,119428,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,65-69 ปี,หญิง,316540,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,65-69 ปี,หญิง,245513,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,65-69 ปี,หญิง,425215,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,65-69 ปี,หญิง,143223,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,70-74 ปี,หญิง,957428,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,70-74 ปี,หญิง,390319,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,70-74 ปี,หญิง,567109,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,70-74 ปี,หญิง,87597,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,70-74 ปี,หญิง,248175,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,70-74 ปี,หญิง,191748,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,70-74 ปี,หญิง,315377,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,70-74 ปี,หญิง,114531,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,75-79 ปี,หญิง,713003,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,75-79 ปี,หญิง,290923,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,75-79 ปี,หญิง,422080,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,75-79 ปี,หญิง,63764,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,75-79 ปี,หญิง,188648,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,75-79 ปี,หญิง,150342,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,75-79 ปี,หญิง,217107,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,75-79 ปี,หญิง,93142,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,รวม,80 ปีขึ้นไป,หญิง,826394,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,ในเขตเทศบาล,80 ปีขึ้นไป,หญิง,336490,คน,สำนักงานสถิติแห่งชาติ
2557,ทั่วประเทศ,นอกเขตเทศบาล,80 ปีขึ้นไป,หญิง,489904,คน,สำนักงานสถิติแห่งชาติ
2557,กรุงเทพมหานคร,ในเขตเทศบาล,80 ปีขึ้นไป,หญิง,74204,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,80 ปีขึ้นไป,หญิง,218058,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคเหนือ,รวม,80 ปีขึ้นไป,หญิง,178472,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคตะวันออกเฉียงเหนือ,รวม,80 ปีขึ้นไป,หญิง,241569,คน,สำนักงานสถิติแห่งชาติ
2557,ภาคใต้,รวม,80 ปีขึ้นไป,หญิง,114091,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,รวม,รวม,รวม,11312447,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ในเขตเทศบาล,รวม,รวม,4656769,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,นอกเขตเทศบาล,รวม,รวม,6655678,คน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,รวม,1089974,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,รวม,รวม,2913742,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,รวม,รวม,รวม,2402809,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,รวม,3570727,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,รวม,รวม,รวม,1335195,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,รวม,60-64 ปี,รวม,3740907,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ในเขตเทศบาล,60-64 ปี,รวม,1578063,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,นอกเขตเทศบาล,60-64 ปี,รวม,2162844,คน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ในเขตเทศบาล,60-64 ปี,รวม,393800,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,60-64 ปี,รวม,969651,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,รวม,60-64 ปี,รวม,824042,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,รวม,60-64 ปี,รวม,1133841,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,รวม,60-64 ปี,รวม,419573,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,รวม,65-69 ปี,รวม,2750551,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ในเขตเทศบาล,65-69 ปี,รวม,1137525,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,นอกเขตเทศบาล,65-69 ปี,รวม,1613026,คน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ในเขตเทศบาล,65-69 ปี,รวม,272628,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,65-69 ปี,รวม,702416,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,รวม,65-69 ปี,รวม,576215,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,รวม,65-69 ปี,รวม,886739,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,รวม,65-69 ปี,รวม,312553,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,รวม,70-74 ปี,รวม,1927643,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ในเขตเทศบาล,70-74 ปี,รวม,775786,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,นอกเขตเทศบาล,70-74 ปี,รวม,1151857,คน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ในเขตเทศบาล,70-74 ปี,รวม,172610,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,70-74 ปี,รวม,485025,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,รวม,70-74 ปี,รวม,380613,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,รวม,70-74 ปี,รวม,663679,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,รวม,70-74 ปี,รวม,225716,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,รวม,75-79 ปี,รวม,1352588,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ในเขตเทศบาล,75-79 ปี,รวม,545994,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,นอกเขตเทศบาล,75-79 ปี,รวม,806594,คน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ในเขตเทศบาล,75-79 ปี,รวม,118517,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,75-79 ปี,รวม,354054,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,รวม,75-79 ปี,รวม,281069,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,รวม,75-79 ปี,รวม,432042,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,รวม,75-79 ปี,รวม,166906,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,รวม,80 ปีขึ้นไป,รวม,1540758,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ในเขตเทศบาล,80 ปีขึ้นไป,รวม,619401,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,นอกเขตเทศบาล,80 ปีขึ้นไป,รวม,921357,คน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ในเขตเทศบาล,80 ปีขึ้นไป,รวม,132419,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,80 ปีขึ้นไป,รวม,402596,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,รวม,80 ปีขึ้นไป,รวม,340870,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,รวม,80 ปีขึ้นไป,รวม,454426,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,รวม,80 ปีขึ้นไป,รวม,210447,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,รวม,รวม,ชาย,5083681,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ในเขตเทศบาล,รวม,ชาย,2062919,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,นอกเขตเทศบาล,รวม,ชาย,3020762,คน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,ชาย,476782,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง(ไม่รวมกรุงเทพมหานคร),รวม,รวม,ชาย,1280708,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,รวม,รวม,ชาย,1104134,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,ชาย,1626163,คน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,รวม,รวม,ชาย,595894,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,รวม,60-64 ปี,ชาย,1757329,คน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ในเขตเทศบาล,60-64 ปี,ชาย,732014,คน,สำนักงานสถิติแห่งชาติ
